iso_code,country,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccine_id,vaccine_names,source_id,source_name,source_website,dropout_date,vaccine_count,coverage_group,daily_vaccination_7d_avg,vaccination_momentum
BGD,Bangladesh,2021-04-17,0,0,0,0,157810,0.0,3.45,0.0,958,V008,Oxford/AstraZeneca,S014,Directorate General of Health Services,http://103.247.238.92/webportal/pages/covid19-vaccination-update.php,0.0,1,Low,120347.42857142857,0.0
LAO,Laos,2021-04-17,0,0,0,0,2042,0.0,1.45,0.0,281,"V012, V017","Sinopharm/Beijing, Sputnik V",S082,Government of Laos,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1580136645344357/4352313321459995/,0.0,2,Low,3009.8571428571427,0.0
PYF,French Polynesia,2021-04-17,0,0,0,0,1261,0.0,10.71,0.0,4489,V008,Oxford/AstraZeneca,S033,SPC Public Health Division,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0,0.0,1,Low,1346.7142857142858,0.0
DMA,Dominica,2021-04-17,0,0,0,0,213,0.0,24.93,0.0,2959,V008,Oxford/AstraZeneca,S042,Government of Dominica,https://dominica.gov.dm/images/coronavirus/June_14-th-Dominica-coronavirus-update.jpg,0.0,1,Low,107.28571428571428,0.0
NZL,New Zealand,2021-04-17,168982,131608,37374,5039,7308,3.5,2.73,0.78,1515,V009,Pfizer/BioNTech,S102,Ministry of Health,https://www.health.govt.nz/our-work/diseases-and-conditions/covid-19-novel-coronavirus/covid-19-data-and-statistics/covid-19-vaccine-data,71.60203027171602,1,Low,6587.0,4.324720976198648
IMN,Isle of Man,2021-04-17,64481,49004,15477,382,513,75.83,57.63,18.2,6033,"V008, V009","Oxford/AstraZeneca, Pfizer/BioNTech",S071,Isle of Man Government,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/,68.41686392947514,2,Low,812.5714285714286,0.7955831950497045
LTU,Lithuania,2021-04-17,779123,567846,211277,2507,14594,28.62,20.86,7.76,5361,"V006, V007, V008, V009","Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",S086,Ministry of Health,https://experience.arcgis.com/experience/cab84dcfe0464c2a8050a78f817924ca/page/page_3/,62.79325732681043,4,Low,16708.285714285714,1.8731317134778465
BWA,Botswana,2021-04-17,0,0,0,0,2584,0.0,1.56,0.0,1099,V008,Oxford/AstraZeneca,S023,Ministry of Health and Wellness,https://twitter.com/BWGovernment/status/1403023571757277192,0.0,1,Low,2010.7142857142856,0.0
PSE,Palestine,2021-04-17,182867,159754,23113,0,4274,3.58,3.13,0.45,838,"V007, V008, V009","Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",S109,Ministry of Health,https://www.facebook.com/mohps/posts/3906688689456980,85.53213065087573,3,Low,5815.142857142857,2.33721775935516
MSR,Montserrat,2021-04-17,0,0,0,0,18,0.0,25.69,0.0,3601,V008,Oxford/AstraZeneca,S001,World Health Organization,https://covid19.who.int/,0.0,1,Low,15.857142857142858,0.0
MNE,Montenegro,2021-04-17,52390,37909,14481,1581,1574,8.34,6.04,2.31,2506,"V008, V009, V012, V017","Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",S097,Government of Montenegro,https://www.covidodgovor.me/,61.80062781925136,4,Low,1580.571428571429,3.004390150792136
CMR,Cameroon,2021-04-17,0,0,0,0,586,0.0,0.0,0.0,22,"V002, V008","BBIBP-CorV, Oxford/AstraZeneca",S001,World Health Organization,https://covid19.who.int/,0.0,2,Low,456.2857142857143,0.0
SVN,Slovenia,2021-04-17,519628,372681,146947,6133,8358,24.99,17.93,7.07,4020,"V008, V009","Oxford/AstraZeneca, Pfizer/BioNTech",S130,National Institute of Public Health via covid-19.sledilnik.org,https://covid-19.sledilnik.org/en/stats,60.57030006895978,2,Low,8610.857142857143,1.6084583586719732
BOL,Bolivia,2021-04-17,536374,370483,165891,5878,15410,4.59,3.17,1.42,1320,"V008, V009, V012, V017","Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",S021,Ministry of Health,https://www.boliviasegura.gob.bo/index.php/category/estadistica/,55.22304667150719,4,Low,15361.857142857143,2.872995335344368
ARE,United Arab Emirates,2021-04-17,9601463,0,0,111779,89493,97.08,35.19,0.0,9048,"V008, V009, V012, V014, V017","Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",S145,National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en,0.0,5,Low,74360.14285714286,0.932076705393751
NLD,Netherlands,2021-04-17,0,0,0,0,111899,0.0,15.52,0.0,6530,"V006, V007, V008, V009","Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",S101,RIVM via European CDC,https://www.ecdc.europa.eu/en/publications-data/data-covid-19-vaccination-eu-eea,0.0,4,Low,101831.71428571428,0.0
OWID_WLS,Wales,2021-04-17,2286756,1685298,601458,24644,26975,72.53,53.45,19.08,8556,"V007, V008, V009","Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",S046,Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare,64.31147488456047,3,Low,26626.42857142857,1.1796186388053644
MDV,Maldives,2021-04-17,319532,279302,40230,6169,5111,59.11,51.67,7.44,9455,"V008, V009, V012","Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",S091,Presidency of the Maldives,https://twitter.com/HPA_MV/status/1406663443378176003,85.59623633199905,3,Low,5131.428571428572,1.5995268079566367
SLE,Sierra Leone,2021-04-17,0,0,0,0,1324,0.0,0.53,0.0,166,"V002, V008","BBIBP-CorV, Oxford/AstraZeneca",S001,World Health Organization,https://covid19.who.int/,0.0,2,Low,977.8571428571428,0.0
STP,Sao Tome and Principe,2021-04-17,0,0,0,0,53,0.0,4.44,0.0,242,V008,Oxford/AstraZeneca,S001,World Health Organization,https://covid19.who.int/,0.0,1,Low,53.0,0.0
VNM,Vietnam,2021-04-17,67789,67789,0,1423,1363,0.07,0.07,0.0,14,V008,Oxford/AstraZeneca,S150,Government of Vietnam,https://suckhoedoisong.vn/sang-21-6-them-47-ca-mac-covid-19-viet-nam-ghi-nhan-tong-cong-13258-benh-nhan-n195481.html,100.0,1,Low,1035.142857142857,2.0106506955405745
PER,Peru,2021-04-17,1383383,790662,592721,43903,23864,4.2,2.4,1.8,724,"V008, V009, V012","Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",S112,Ministry of Health,https://www.datosabiertos.gob.pe/dataset/vacunaci%C3%B3n-contra-covid-19-ministerio-de-salud-minsa,25.03484421914801,3,Low,21920.714285714286,1.725046498330542
IRN,Iran,2021-04-17,0,0,0,0,12031,0.0,0.43,0.0,143,"V002, V004, V008, V017","BBIBP-CorV, Covaxin, Oxford/AstraZeneca, Sputnik V",S001,World Health Organization,https://covid19.who.int/,0.0,4,Low,9102.285714285714,0.0
ISR,Israel,2021-04-17,10313452,5341491,4971961,2655,10967,119.15,61.71,57.44,1267,"V007, V009","Moderna, Pfizer/BioNTech",S072,Government of Israel,https://datadashboard.health.gov.il/COVID-19/general,6.918105824759417,2,Average,15000.42857142857,0.1063368501642321
SHN,Saint Helena,2021-04-17,0,0,0,0,97,0.0,71.83,0.0,15978,V008,Oxford/AstraZeneca,S120,Government of Saint Helena,https://www.sainthelena.gov.sh/2021/news/preliminary-data-from-the-covid-19-vaccination-programme/,0.0,1,Low,86.14285714285714,0.0
NIC,Nicaragua,2021-04-17,0,0,0,0,3951,0.0,0.93,0.0,596,"V008, V017","Oxford/AstraZeneca, Sputnik V",S001,World Health Organization,https://covid19.who.int/,0.0,2,Low,2129.5714285714284,0.0
ECU,Ecuador,2021-04-17,545132,377199,167933,30981,20377,3.09,2.14,0.95,1155,"V008, V009, V015","Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",S044,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid,55.47893817321891,3,Low,17325.85714285714,3.737993733627819
ARM,Armenia,2021-04-17,0,0,0,0,261,0.0,0.02,0.0,88,"V008, V015, V017","Oxford/AstraZeneca, Sinovac, Sputnik V",S007,Ministry of Health,https://www.panarmenian.net/eng/news/293562/Over_55000_Covid_vaccine_doses_administered_in_Armenia,0.0,3,Low,261.0,0.0
FIN,Finland,2021-04-17,0,0,0,0,32333,0.0,22.88,0.0,5836,"V007, V008, V009","Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",S053,Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L,0.0,3,Low,29646.85714285714,0.0
KAZ,Kazakhstan,2021-04-17,0,0,0,0,57543,0.0,1.8,0.0,3065,"V010, V013, V017","QazVac, Sinopharm/HayatVax, Sputnik V",S077,Government of Kazakhstan,https://www.coronavirus2020.kz/,0.0,3,Low,33983.28571428572,0.0
NAM,Namibia,2021-04-17,4493,4493,0,500,274,0.18,0.18,0.0,108,"V008, V012","Oxford/AstraZeneca, Sinopharm/Beijing",S099,Ministry of Health and Social Services,https://www.facebook.com/MoHSSNamibia/photos/a.500006330672375/766186130721059/,100.0,2,Low,144.14285714285714,6.098375250389495
AFG,Afghanistan,2021-04-17,0,0,0,0,8000,0.0,0.31,0.0,206,"V002, V008, V009","BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",S001,World Health Organization,https://covid19.who.int/,0.0,3,Low,7387.714285714285,0.0
KEN,Kenya,2021-04-17,0,0,0,0,28617,0.0,1.21,0.0,532,"V008, V017","Oxford/AstraZeneca, Sputnik V",S078,Ministry of Health,https://twitter.com/MOH_Kenya/status/1406627604132773892,0.0,2,Low,32217.14285714286,0.0
JEY,Jersey,2021-04-17,0,0,0,0,838,0.0,45.1,0.0,8291,"V007, V008, V009","Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",S075,Government of Jersey,https://www.gov.je/Datasets/ListOpenData?ListName=COVID19Weekly&clean=true,0.0,3,Low,640.2857142857143,0.0
BTN,Bhutan,2021-04-17,478495,478495,0,276,617,62.01,62.01,0.0,800,V008,Oxford/AstraZeneca,S020,World Health Organization,https://www.facebook.com/MoHBhutan/photos/a.999012646827018/4203792293015688/,100.0,1,Low,870.2857142857143,0.1289459659975548
MCO,Monaco,2021-04-17,0,0,0,0,193,0.0,30.82,0.0,4918,V009,Pfizer/BioNTech,S095,National Council,https://www.gouv.mc//Action-Gouvernementale/Coronavirus-Covid-19/Actualites/Covid-19-quatre-nouveaux-cas-positifs-ce-vendredi-11-juin,0.0,1,Low,189.0,0.0
NER,Niger,2021-04-17,1366,1366,0,0,68,0.01,0.01,0.0,3,"V002, V008","BBIBP-CorV, Oxford/AstraZeneca",S001,World Health Organization,https://covid19.who.int/,100.0,2,Low,68.0,4.978038067349927
ISL,Iceland,2021-04-17,0,0,0,0,1695,0.0,20.53,0.0,4967,"V006, V007, V008, V009","Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",S067,Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni,0.0,4,Low,2000.7142857142856,0.0
ETH,Ethiopia,2021-04-17,0,0,0,0,32074,0.0,0.37,0.0,279,V008,Oxford/AstraZeneca,S050,Ministry of Health,https://twitter.com/FMoHealth/status/1405944478603546626,0.0,1,Low,32074.0,0.0
MKD,North Macedonia,2021-04-17,0,0,0,0,2111,0.0,1.85,0.0,1013,"V008, V009, V012, V015, V017","Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",S104,Government of North Macedonia,https://twitter.com/ZdravstvoMK/status/1405859988455710725,0.0,5,Low,2221.8571428571427,0.0
AIA,Anguilla,2021-04-17,0,0,0,0,82,0.0,38.89,0.0,5466,V008,Oxford/AstraZeneca,S001,World Health Organization,https://covid19.who.int/,0.0,1,Low,46.57142857142857,0.0
TCA,Turks and Caicos Islands,2021-04-18,0,0,0,0,163,0.0,38.84,0.0,4210,V009,Pfizer/BioNTech,S001,World Health Organization,https://covid19.who.int/,0.0,1,Low,117.71428571428572,0.0
VCT,Saint Vincent and the Grenadines,2021-04-18,0,0,0,0,101,0.0,11.5,0.0,910,V008,Oxford/AstraZeneca,S123,Ministry of Health,https://www.facebook.com/SVGHEALTH/photos/a.460089407384821/4581707335222987,0.0,1,Low,97.57142857142856,0.0
SLE,Sierra Leone,2021-04-18,0,0,0,0,1341,0.0,0.53,0.0,168,"V002, V008","BBIBP-CorV, Oxford/AstraZeneca",S001,World Health Organization,https://covid19.who.int/,0.0,2,Low,1074.2857142857142,0.0
ZWE,Zimbabwe,2021-04-18,314446,278583,35863,2545,12993,2.12,1.87,0.24,874,V012,Sinopharm/Beijing,S152,Ministry of Health,https://twitter.com/MoHCCZim/status/1406690528482279424,87.1266373037838,1,Low,12822.857142857143,4.13202902883166
URY,Uruguay,2021-04-18,1387181,1084206,302975,15630,49357,39.93,31.21,8.72,14209,"V008, V009, V015","Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",S147,Ministry of Health via vacuna.uy,https://monitor.uruguaysevacuna.gub.uy/,72.05558722235442,3,Low,43138.57142857143,3.558079298952336
IRN,Iran,2021-04-18,0,0,0,0,13398,0.0,0.43,0.0,160,"V002, V004, V008, V017","BBIBP-CorV, Covaxin, Oxford/AstraZeneca, Sputnik V",S001,World Health Organization,https://covid19.who.int/,0.0,4,Low,9883.285714285714,0.0
VNM,Vietnam,2021-04-18,79182,79182,0,11393,2966,0.08,0.08,0.0,30,V008,Oxford/AstraZeneca,S150,Government of Vietnam,https://suckhoedoisong.vn/sang-21-6-them-47-ca-mac-covid-19-viet-nam-ghi-nhan-tong-cong-13258-benh-nhan-n195481.html,100.0,1,Low,1336.2857142857142,3.745800813316158
UGA,Uganda,2021-04-18,239617,239617,0,7103,7173,0.52,0.52,0.0,157,V008,Oxford/AstraZeneca,S143,Ministry of Health,https://twitter.com/MinofHealthUG/status/1405877584370483203,100.0,1,Low,7711.714285714285,2.993527170442832
OWID_WLS,Wales,2021-04-18,2295270,1692463,602807,8514,25603,72.8,53.68,19.12,8121,"V007, V008, V009","Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",S046,Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare,64.38285504616644,3,Low,27059.571428571428,1.115467897023008
SAU,Saudi Arabia,2021-04-18,7190402,0,0,198160,128996,20.65,0.0,0.0,3705,"V008, V009","Oxford/AstraZeneca, Pfizer/BioNTech",S125,Saudi Health Council,https://covid19.moh.gov.sa/,0.0,2,Low,142102.85714285713,1.7940026162654048
FIN,Finland,2021-04-18,1440648,1318725,121923,0,31581,26.0,23.8,2.2,5700,"V007, V008, V009","Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",S053,Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L,90.75447875789116,3,Low,30975.0,2.192138537658054
JAM,Jamaica,2021-04-18,0,0,0,0,4586,0.0,4.57,0.0,1549,V008,Oxford/AstraZeneca,S001,World Health Organization,https://covid19.who.int/,0.0,1,Low,9589.42857142857,0.0
BGD,Bangladesh,2021-04-18,7080699,5714090,1366609,0,152839,4.3,3.47,0.83,928,V008,Oxford/AstraZeneca,S014,Directorate General of Health Services,http://103.247.238.92/webportal/pages/covid19-vaccination-update.php,76.0835233606751,1,Low,131719.2857142857,2.158529828764081
KEN,Kenya,2021-04-18,0,0,0,0,27935,0.0,1.21,0.0,520,"V008, V017","Oxford/AstraZeneca, Sputnik V",S078,Ministry of Health,https://twitter.com/MOH_Kenya/status/1406627604132773892,0.0,2,Low,30834.85714285714,0.0
LUX,Luxembourg,2021-04-18,164091,118118,45973,0,4830,26.21,18.87,7.34,7716,"V007, V008, V009","Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",S087,Government of Luxembourg,https://covid19.public.lu/fr.html,61.07875175671786,3,Low,4401.571428571428,2.9434886739674937
GRC,Greece,2021-04-18,0,0,0,0,45913,0.0,16.52,0.0,4405,"V006, V007, V008, V009","Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",S059,Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/,0.0,4,Low,47006.0,0.0
BEL,Belgium,2021-04-18,3107608,2358072,751666,5986,70160,26.81,20.35,6.49,6054,"V006, V007, V008, V009","Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",S016,Sciensano,https://epistat.wiv-isp.be/covid/,68.12370445007616,4,Low,72497.28571428571,2.25768501046464
EGY,Egypt,2021-04-18,660000,660000,0,0,22521,0.64,0.64,0.0,220,"V002, V008, V015, V017","BBIBP-CorV, Oxford/AstraZeneca, Sinovac, Sputnik V",S001,World Health Organization,https://covid19.who.int/,100.0,4,Low,22521.0,3.412272727272727
SYR,Syria,2021-04-18,0,0,0,0,455,0.0,0.01,0.0,26,"V008, V012, V017","Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",S001,World Health Organization,https://covid19.who.int/,0.0,3,Low,407.2857142857143,0.0
MAC,Macao,2021-04-18,81893,52688,29205,1972,2066,12.61,8.11,4.5,3182,"V009, V012","Pfizer/BioNTech, Sinopharm/Beijing",S088,Government of Macao,https://www.gov.mo/zh-hant/news/514196/,44.56992104464015,2,Low,2010.4285714285716,2.5228041468745803
ECU,Ecuador,2021-04-18,554369,384093,170276,9237,18894,3.14,2.18,0.97,1071,"V008, V009, V015","Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",S044,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid,55.66802831605887,3,Low,17554.85714285714,3.4081992319195336
CYM,Cayman Islands,2021-04-18,0,0,0,0,627,0.0,51.44,0.0,9540,"V008, V009","Oxford/AstraZeneca, Pfizer/BioNTech",S029,Cayman Islands Government,https://www.exploregov.ky/coronavirus-statistics,0.0,2,Low,788.5714285714286,0.0
SEN,Senegal,2021-04-18,0,0,0,0,4845,0.0,2.27,0.0,289,"V002, V008","BBIBP-CorV, Oxford/AstraZeneca",S001,World Health Organization,https://covid19.who.int/,0.0,2,Low,6519.857142857143,0.0
DZA,Algeria,2021-04-18,0,0,0,0,22664,0.0,0.17,0.0,517,"V008, V017","Oxford/AstraZeneca, Sputnik V",S003,Ministry of Health,https://english.aawsat.com/home/article/3013471/muslim-brotherhood-parties-hope-sweep-algeria-elections,0.0,2,Low,22664.0,0.0
ISL,Iceland,2021-04-18,0,0,0,0,1631,0.0,20.53,0.0,4779,"V006, V007, V008, V009","Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",S067,Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni,0.0,4,Low,1976.142857142857,0.0
PRY,Paraguay,2021-04-18,104375,80889,23486,337,5534,1.46,1.13,0.33,776,"V004, V008, V012, V015, V017","Covaxin, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",S111,Government of Paraguay,https://www.vacunate.gov.py/index-listado-vacunados.html,70.96514977314592,5,Low,5178.857142857143,5.302035928143713
IMN,Isle of Man,2021-04-18,65085,49608,15477,604,541,76.54,58.34,18.2,6362,"V008, V009","Oxford/AstraZeneca, Pfizer/BioNTech",S071,Isle of Man Government,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/,68.8014029995162,2,Low,750.7142857142857,0.8312207113774296
GIN,Guinea,2021-04-18,0,0,0,0,2480,0.0,0.62,0.0,189,V017,Sputnik V,S063,National Health Security Agency,https://twitter.com/anss_guinee/status/1405791824778825734,0.0,1,Low,2873.8571428571427,0.0
CRI,Costa Rica,2021-04-18,0,0,0,0,15606,0.0,6.95,0.0,3064,"V008, V009","Oxford/AstraZeneca, Pfizer/BioNTech",S034,Costa Rican Social Security Fund,https://www.ccss.sa.cr/web/coronavirus/vacunacion,0.0,2,Low,14654.42857142857,0.0
OWID_SCT,Scotland,2021-04-18,3504809,2747694,757115,22158,35130,64.15,50.29,13.86,6430,"V007, V008, V009","Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",S046,Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare,72.44543970325662,3,Low,36333.857142857145,1.0023370745738214
OWID_ENG,England,2021-04-18,36147077,27628579,8518498,265069,385879,64.22,49.09,15.13,6856,"V007, V008, V009","Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",S046,Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare,69.1678026582547,3,Low,365731.8571428572,1.067524768323591
LAO,Laos,2021-04-18,0,0,0,0,1590,0.0,1.45,0.0,219,"V012, V017","Sinopharm/Beijing, Sputnik V",S082,Government of Laos,https://www.facebook.com/CIEH.MoH.Lao/photos/a.1580136645344357/4352313321459995/,0.0,2,Low,2751.714285714286,0.0
NIC,Nicaragua,2021-04-18,0,0,0,0,4801,0.0,0.93,0.0,725,"V008, V017","Oxford/AstraZeneca, Sputnik V",S001,World Health Organization,https://covid19.who.int/,0.0,2,Low,2615.285714285714,0.0
MSR,Montserrat,2021-04-18,0,0,0,0,19,0.0,25.69,0.0,3801,V008,Oxford/AstraZeneca,S001,World Health Organization,https://covid19.who.int/,0.0,1,Low,16.428571428571427,0.0
OWID_NIR,Northern Ireland,2021-04-18,1137331,863712,273619,8677,15917,60.06,45.61,14.45,8405,"V007, V008, V009","Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",S046,Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare,68.32057445074284,3,Low,15449.714285714286,1.3995046296988298
LBN,Lebanon,2021-04-18,329452,204564,124888,6684,7096,4.83,3.0,1.83,1040,"V008, V009, V012, V017","Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",S084,Government of Lebanon,https://impact.cib.gov.lb/home/dashboard/vaccine,38.94917971881661,4,Low,6943.714285714285,2.1538797761130604
BTN,Bhutan,2021-04-18,478533,478533,0,38,604,62.02,62.02,0.0,783,V008,Oxford/AstraZeneca,S020,World Health Organization,https://www.facebook.com/MoHBhutan/photos/a.999012646827018/4203792293015688/,100.0,1,Low,803.7142857142857,0.1262190904284552
SMR,San Marino,2021-04-18,21905,13460,8445,515,624,64.54,39.66,24.88,18386,"V009, V017","Pfizer/BioNTech, Sputnik V",S124,Social Security Institute,https://vaccinocovid.iss.sm/,37.25854383358098,2,Low,662.2857142857143,2.8486646884272995
KGZ,Kyrgyzstan,2021-04-18,0,0,0,0,1416,0.0,0.03,0.0,217,"V012, V017","Sinopharm/Beijing, Sputnik V",S081,Ministry of Health,"https://akipress.com/news:659241:Kyrgyzstan_vaccinates_over_88,000_against_COVID-19/",0.0,2,Low,827.4285714285714,0.0
COG,Congo,2021-04-18,0,0,0,0,852,0.0,0.26,0.0,154,"V002, V007, V008, V017","BBIBP-CorV, Moderna, Oxford/AstraZeneca, Sputnik V",S001,World Health Organization,https://covid19.who.int/,0.0,4,Low,681.6,0.0
IDN,Indonesia,2021-04-18,0,0,0,0,216628,0.0,3.95,0.0,792,"V008, V015","Oxford/AstraZeneca, Sinovac",S069,Ministry of Health,https://vaksin.kemkes.go.id/#/vaccines,0.0,2,Low,300604.28571428574,0.0
AUS,Australia,2021-04-18,1496912,0,0,22354,47192,5.87,0.64,0.0,1851,"V008, V009","Oxford/AstraZeneca, Pfizer/BioNTech",S009,Government of Australia via covidlive.com.au,https://covidlive.com.au/vaccinations,0.0,2,Low,50237.71428571428,3.1526235343159783
BMU,Bermuda,2021-04-18,0,0,0,0,731,0.0,41.4,0.0,11739,V009,Pfizer/BioNTech,S019,Government of Bermuda,https://bernews.com/2021/06/june1520215-30pm-video-govt-covid-19-press-conference/,0.0,1,Low,742.1428571428571,0.0
AND,Andorra,2021-04-18,0,0,0,0,1182,0.0,12.66,0.0,15298,"V008, V009","Oxford/AstraZeneca, Pfizer/BioNTech",S004,Government of Andorra,https://www.govern.ad/covid19_newsletter/,0.0,2,Low,862.0,0.0
BOL,Bolivia,2021-04-18,539230,373139,166091,2856,15459,4.62,3.2,1.42,1324,"V008, V009, V012, V017","Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",S021,Ministry of Health,https://www.boliviasegura.gob.bo/index.php/category/estadistica/,55.48816928812052,4,Low,15367.42857142857,2.866865715928268
DMA,Dominica,2021-04-18,0,0,0,0,250,0.0,24.93,0.0,3473,V008,Oxford/AstraZeneca,S042,Government of Dominica,https://dominica.gov.dm/images/coronavirus/June_14-th-Dominica-coronavirus-update.jpg,0.0,1,Low,139.0,0.0
NOR,Norway,2021-04-18,1389981,1077172,312809,1313,28565,25.64,19.87,5.77,5269,"V007, V009","Moderna, Pfizer/BioNTech",S106,Norwegian Institute of Public Health,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/,70.96016235104514,2,Low,27565.85714285714,2.055064062026747
LBY,Libya,2021-04-18,0,0,0,0,4600,0.0,0.01,0.0,669,"V006, V007, V008, V009, V015, V017","Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",S001,World Health Organization,https://covid19.who.int/,0.0,6,Low,2300.0,0.0
LIE,Liechtenstein,2021-04-18,8860,5876,2984,0,207,23.23,15.41,7.82,5428,"V007, V009","Moderna, Pfizer/BioNTech",S085,Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL,49.21715452688904,2,Low,195.28571428571428,2.336343115124153
DJI,Djibouti,2021-04-18,0,0,0,0,254,0.0,1.04,0.0,257,"V008, V012, V017","Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",S001,World Health Organization,https://covid19.who.int/,0.0,3,Low,127.0,0.0
POL,Poland,2021-04-18,0,0,0,0,169784,0.0,16.48,0.0,4486,"V006, V007, V008, V009","Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",S114,Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19,0.0,4,Low,166748.2857142857,0.0
GTM,Guatemala,2021-04-18,157800,155974,1826,1,2616,0.88,0.87,0.01,146,"V007, V008","Moderna, Oxford/AstraZeneca",S061,Ministry of Health,https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98,98.82929206149744,2,Low,3063.285714285714,1.6577946768060836
CIV,Cote d'Ivoire,2021-04-18,94818,94818,0,1278,3711,0.36,0.36,0.0,141,V008,Oxford/AstraZeneca,S035,Ministry of Health and Public Hygiene,https://www.facebook.com/mshpcmu/posts/1932855310213487,100.0,1,Low,4137.428571428572,3.9138138328165537
BRN,Brunei,2021-04-18,0,0,0,0,519,0.0,1.93,0.0,1186,"V008, V012","Oxford/AstraZeneca, Sinopharm/Beijing",S025,Ministry of Health,https://www.facebook.com/MOHBrunei/photos/pcb.3892198150908522/3892198100908527/,0.0,2,Low,538.4285714285714,0.0
CPV,Cape Verde,2021-04-18,0,0,0,0,390,0.0,0.39,0.0,701,"V008, V009","Oxford/AstraZeneca, Pfizer/BioNTech",S001,World Health Organization,https://covid19.who.int/,0.0,2,Low,390.0,0.0
BHS,Bahamas,2021-04-18,0,0,0,0,767,0.0,3.81,0.0,1950,V008,Oxford/AstraZeneca,S012,Government of the Bahamas,https://www.facebook.com/opmbs/photos/a.138602006861785/832605630794749/,0.0,1,Low,915.8571428571428,0.0
