iso_code,country,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccine_id,vaccine_names,source_id,source_name,source_website,dropout_date,vaccine_count,coverage_group,daily_vaccination_7d_avg,vaccination_momentum
PAK,Pakistan,2021-02-11,0,0,0,0,3439,0.0,0.01,0.0,16,"V003, V008, V012, V015, V017","CanSino, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",S108,National Command and Operation Centre,https://ncoc.gov.pk/covid-vaccination-en.php,0.0,5,Low,3421.5,0.0
LUX,Luxembourg,2021-02-11,21390,16131,5259,1467,710,3.42,2.58,0.84,1134,"V007, V008, V009","Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",S087,Government of Luxembourg,https://covid19.public.lu/fr.html,67.39817742235448,3,Low,315.85714285714283,3.319308087891538
FIN,Finland,2021-02-11,247536,187384,60152,13761,7660,4.47,3.38,1.09,1382,"V007, V008, V009","Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",S053,Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L,67.89907356017589,3,Low,3916.428571428572,3.094499385947903
QAT,Qatar,2021-02-11,0,0,0,0,4286,0.0,0.0,0.0,1488,"V007, V009","Moderna, Pfizer/BioNTech",S116,Ministry of Public Health,https://covid19.moph.gov.qa/EN/Pages/Vaccination-Program-Data.aspx,0.0,2,Low,2429.1428571428573,0.0
KWT,Kuwait,2021-02-11,0,0,0,0,7000,0.0,0.0,0.0,1639,V009,Pfizer/BioNTech,S080,Ministry of Health,https://www.arabtimesonline.com/news/72-4-population-vaccinated-in-kuwait/,0.0,1,Low,3360.428571428572,0.0
AND,Andorra,2021-02-11,0,0,0,0,48,0.0,1.67,0.0,621,"V008, V009","Oxford/AstraZeneca, Pfizer/BioNTech",S004,Government of Andorra,https://www.govern.ad/covid19_newsletter/,0.0,2,Low,58.0,0.0
CAN,Canada,2021-02-11,1186689,942589,244100,32412,23803,3.14,2.5,0.65,631,"V007, V008, V009","Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",S028,Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html,74.10324117934752,3,Low,13033.857142857143,2.0058330362883616
IND,India,2021-02-11,7505010,7505010,0,487896,363652,0.54,0.54,0.0,264,"V004, V008","Covaxin, Oxford/AstraZeneca",S068,Government of India,https://dashboard.cowin.gov.in/,100.0,2,Low,313038.71428571426,4.845456568345679
MUS,Mauritius,2021-02-11,0,0,0,0,227,0.0,0.02,0.0,178,"V002, V004, V008","BBIBP-CorV, Covaxin, Oxford/AstraZeneca",S001,World Health Organization,https://covid19.who.int/,0.0,3,Low,86.28571428571429,0.0
BLR,Belarus,2021-02-11,0,0,0,0,403,0.0,0.0,0.0,43,"V002, V017","BBIBP-CorV, Sputnik V",S001,World Health Organization,https://covid19.who.int/,0.0,2,Low,345.42857142857144,0.0
MDV,Maldives,2021-02-11,25327,25327,0,5166,3160,4.69,4.69,0.0,5846,"V008, V009, V012","Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",S091,Presidency of the Maldives,https://twitter.com/HPA_MV/status/1406663443378176003,100.0,3,Low,2907.5,12.47680341137916
OWID_CYN,Northern Cyprus,2021-02-11,0,0,0,0,1403,0.0,0.0,0.0,3671,"V008, V009, V015","Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",S105,Ministry of Health,https://asibilgisistemi.com/,0.0,3,Low,1415.428571428571,0.0
GRL,Greenland,2021-02-11,0,0,0,0,77,0.0,4.55,0.0,1356,V007,Moderna,S060,Government of Greenland,https://corona.nun.gl/emner/statistik/antal_vaccinerede,0.0,1,Low,77.0,0.0
KAZ,Kazakhstan,2021-02-11,14000,14000,0,0,1273,0.07,0.07,0.0,68,"V010, V013, V017","QazVac, Sinopharm/HayatVax, Sputnik V",S077,Government of Kazakhstan,https://www.coronavirus2020.kz/,100.0,3,Low,954.75,9.092857142857143
MAC,Macao,2021-02-11,0,0,0,0,315,0.0,0.0,0.0,485,"V009, V012","Pfizer/BioNTech, Sinopharm/Beijing",S088,Government of Macao,https://www.gov.mo/zh-hant/news/514196/,0.0,2,Low,350.0,0.0
LTU,Lithuania,2021-02-11,147061,92809,54252,9075,4134,5.4,3.41,1.99,1519,"V006, V007, V008, V009","Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",S086,Ministry of Health,https://experience.arcgis.com/experience/cab84dcfe0464c2a8050a78f817924ca/page/page_3/,41.54446228275275,4,Low,3195.0,2.8110783960397385
FRA,France,2021-02-11,2820684,2274486,546198,184875,102048,4.17,3.37,0.81,1510,"V006, V007, V008, V009","Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",S054,Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/,75.985871093513,4,Low,39751.28571428572,3.617845884189793
LVA,Latvia,2021-02-11,35356,19794,15563,1787,768,1.87,1.05,0.83,407,"V006, V007, V008, V009","Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",S083,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas,21.37516419116904,4,Low,650.8571428571429,2.1721914243692724
BEL,Belgium,2021-02-11,577193,382522,195403,36322,20070,4.98,3.3,1.69,1732,"V006, V007, V008, V009","Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",S016,Sciensano,https://epistat.wiv-isp.be/covid/,48.91718646247797,4,Low,7536.142857142857,3.477173146590482
PYF,French Polynesia,2021-02-11,0,0,0,0,208,0.0,1.14,0.0,740,V008,Oxford/AstraZeneca,S033,SPC Public Health Division,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0,0.0,1,Low,196.5,0.0
PAN,Panama,2021-02-11,0,0,0,0,624,0.0,0.3,0.0,145,"V008, V009","Oxford/AstraZeneca, Pfizer/BioNTech",S110,Ministry of Health,https://twitter.com/MINSAPma/status/1406448055692541952,0.0,2,Low,566.4285714285714,0.0
MAR,Morocco,2021-02-11,855318,0,0,109202,71942,2.32,0.0,0.0,1949,"V008, V012","Oxford/AstraZeneca, Sinopharm/Beijing",S098,Ministry of Health,http://www.covidmaroc.ma/pages/Accueilfr.aspx,0.0,2,Low,45213.28571428572,8.411140651780975
SGP,Singapore,2021-02-11,0,0,0,0,9893,0.0,4.27,0.0,1691,"V007, V009","Moderna, Pfizer/BioNTech",S128,Ministry of Health,https://www.moh.gov.sg/covid-19,0.0,2,Low,10241.285714285714,0.0
ALB,Albania,2021-02-11,0,0,0,0,79,0.0,0.02,0.0,27,"V008, V009, V015, V017","Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",S002,Ministry of Health,https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-880912-vaksinime/,0.0,4,Low,22.857142857142858,0.0
IRN,Iran,2021-02-11,0,0,0,0,1583,0.0,0.0,0.0,19,"V002, V004, V008, V017","BBIBP-CorV, Covaxin, Oxford/AstraZeneca, Sputnik V",S001,World Health Organization,https://covid19.who.int/,0.0,4,Low,1760.5,0.0
ITA,Italy,2021-02-11,2907621,1616726,1290895,74580,72416,4.81,2.67,2.14,1198,"V006, V007, V008, V009","Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",S073,Extraordinary commissioner for the Covid-19 emergency,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,20.153755181768588,4,Low,35025.857142857145,2.4905584324779606
BGD,Bangladesh,2021-02-11,0,0,0,0,64108,0.0,0.21,0.0,389,V008,Oxford/AstraZeneca,S014,Directorate General of Health Services,http://103.247.238.92/webportal/pages/covid19-vaccination-update.php,0.0,1,Low,16700.571428571428,0.0
SVN,Slovenia,2021-02-11,113896,66044,47852,8658,2662,5.48,3.18,2.3,1280,"V008, V009","Oxford/AstraZeneca, Pfizer/BioNTech",S130,National Institute of Public Health via covid-19.sledilnik.org,https://covid-19.sledilnik.org/en/stats,27.545272848404096,2,Low,1882.7142857142856,2.337219919926951
GIB,Gibraltar,2021-02-11,23103,15436,7667,1104,845,68.57,45.82,22.76,25081,V009,Pfizer/BioNTech,S058,Government of Gibraltar,https://twitter.com/GibraltarGov/status/1403686370242084865,50.330396475770925,1,Low,609.7142857142857,3.657533653638056
GRC,Greece,2021-02-11,482416,360800,121616,22881,17528,4.63,3.46,1.17,1682,"V006, V007, V008, V009","Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",S059,Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/,66.29268292682927,4,Low,7577.0,3.633378660740937
SYC,Seychelles,2021-02-11,51819,37952,13867,3758,2005,52.69,38.59,14.1,20388,"V008, V012","Oxford/AstraZeneca, Sinopharm/Beijing",S127,Extended Programme for Immunisation,https://www.youtube.com/watch?v=8kSdOu5QEiw&ab_channel=SBC,63.46174114671164,2,Low,1686.428571428571,3.86923715239584
PRT,Portugal,2021-02-11,460678,318573,142105,20937,11091,4.52,3.12,1.39,1088,"V006, V007, V008, V009","Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",S115,Directorate General for Health via Data Science for Social Good,https://github.com/dssg-pt/covid19pt-data,55.39326936055472,4,Low,8530.142857142857,2.407538454191431
LIE,Liechtenstein,2021-02-11,1144,844,300,65,43,3.0,2.21,0.79,1128,"V007, V009","Moderna, Pfizer/BioNTech",S085,Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=FL,64.45497630331754,2,Low,19.428571428571427,3.7587412587412574
BOL,Bolivia,2021-02-11,10167,0,0,0,826,0.09,0.0,0.0,71,"V008, V009, V012, V017","Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",S021,Ministry of Health,https://www.boliviasegura.gob.bo/index.php/category/estadistica/,0.0,4,Low,264.0,8.124323792662535
CHL,Chile,2021-02-11,1663020,1607458,55562,254235,176560,8.7,8.41,0.29,9236,"V003, V008, V009, V015","CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",S030,Department of Statistics and Health Information via github.com/juancri/covid19-vaccination,https://www.gob.cl/yomevacuno/,96.54348667274664,4,Low,49758.28571428572,10.616829623215596
OWID_WLS,Wales,2021-02-11,719954,715944,4010,32062,27897,22.83,22.71,0.13,8848,"V007, V008, V009","Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",S046,Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare,99.43990032739993,3,Low,13944.57142857143,3.874830891973654
TUR,Turkey,2021-02-11,2846125,0,0,51009,49331,3.37,0.0,0.0,585,"V009, V015","Pfizer/BioNTech, Sinovac",S142,COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/,0.0,2,Low,89994.28571428571,1.7332689182660634
PAK,Pakistan,2021-02-12,0,0,0,0,3474,0.0,0.01,0.0,16,"V003, V008, V012, V015, V017","CanSino, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",S108,National Command and Operation Centre,https://ncoc.gov.pk/covid-vaccination-en.php,0.0,5,Low,3439.0,0.0
IRL,Ireland,2021-02-12,265237,175238,89999,4164,4924,5.37,3.55,1.82,997,"V006, V007, V008, V009","Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",S070,Heath Service Executive,https://covid19.who.int/,48.64184708796037,4,Low,4411.428571428572,1.85645290815384
FIN,Finland,2021-02-12,261342,197540,63802,13806,7720,4.72,3.57,1.15,1393,"V007, V008, V009","Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",S053,Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L,67.70173129492761,3,Low,4888.857142857143,2.95398366890894
USA,United States,2021-02-12,48410558,35834855,12085830,2020288,1655907,14.48,10.71,3.61,4951,"V006, V007, V009","Johnson&Johnson, Moderna, Pfizer/BioNTech",S146,Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/COVIDData/getAjaxData?id=vaccination_data,66.27353452385952,3,Low,990725.8571428572,3.420549294226272
GRD,Grenada,2021-02-12,0,0,0,0,29,0.0,0.0,0.0,258,V008,Oxford/AstraZeneca,S001,World Health Organization,https://covid19.who.int/,0.0,1,Low,14.5,0.0
SHN,Saint Helena,2021-02-12,0,0,0,0,75,0.0,1.76,0.0,12354,V008,Oxford/AstraZeneca,S120,Government of Saint Helena,https://www.sainthelena.gov.sh/2021/news/preliminary-data-from-the-covid-19-vaccination-programme/,0.0,1,Low,75.0,0.0
OWID_CYN,Northern Cyprus,2021-02-12,0,0,0,0,1403,0.0,0.0,0.0,3671,"V008, V009, V015","Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",S105,Ministry of Health,https://asibilgisistemi.com/,0.0,3,Low,1403.0,0.0
CHE,Switzerland,2021-02-12,525101,0,0,24816,18037,6.07,0.0,0.0,2084,"V007, V009","Moderna, Pfizer/BioNTech",S137,Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH,0.0,2,Low,17461.85714285714,3.4349582270839325
CRI,Costa Rica,2021-02-12,0,0,0,0,2848,0.0,0.92,0.0,559,"V008, V009","Oxford/AstraZeneca, Pfizer/BioNTech",S034,Costa Rican Social Security Fund,https://www.ccss.sa.cr/web/coronavirus/vacunacion,0.0,2,Low,1480.2857142857142,0.0
ALB,Albania,2021-02-12,0,0,0,0,78,0.0,0.02,0.0,27,"V008, V009, V015, V017","Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",S002,Ministry of Health,https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-880912-vaksinime/,0.0,4,Low,34.0,0.0
MCO,Monaco,2021-02-12,0,0,0,0,294,0.0,0.0,0.0,7492,V009,Pfizer/BioNTech,S095,National Council,https://www.gouv.mc//Action-Gouvernementale/Coronavirus-Covid-19/Actualites/Covid-19-quatre-nouveaux-cas-positifs-ce-vendredi-11-juin,0.0,1,Low,204.0,0.0
TUR,Turkey,2021-02-12,3404354,3067822,336532,558229,120650,4.04,3.64,0.4,1431,"V009, V015","Pfizer/BioNTech, Sinovac",S142,COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/,89.03026316389933,2,Low,95448.0,3.54399101856035
AND,Andorra,2021-02-12,1622,1622,0,0,68,2.1,2.1,0.0,880,"V008, V009","Oxford/AstraZeneca, Pfizer/BioNTech",S004,Government of Andorra,https://www.govern.ad/covid19_newsletter/,100.0,2,Low,58.285714285714285,4.192355117139334
CZE,Czechia,2021-02-12,456128,291694,164434,21361,14463,4.26,2.72,1.54,1351,"V006, V007, V008, V009","Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",S040,Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19,43.62791144144206,4,Low,8554.0,3.1708204714466115
ARE,United Arab Emirates,2021-02-12,4901795,0,0,109587,127662,49.56,8.46,0.0,12908,"V008, V009, V012, V014, V017","Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",S145,National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en,0.0,5,Low,92298.57142857143,2.6043928805672207
FRA,France,2021-02-12,2972807,2352333,620474,152123,107699,4.4,3.48,0.92,1594,"V006, V007, V008, V009","Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",S054,Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/,73.62303721454403,4,Low,55126.71428571428,3.622804978594305
MAC,Macao,2021-02-12,0,0,0,0,280,0.0,0.0,0.0,431,"V009, V012","Pfizer/BioNTech, Sinopharm/Beijing",S088,Government of Macao,https://www.gov.mo/zh-hant/news/514196/,0.0,2,Low,326.6666666666667,0.0
OWID_ENG,England,2021-02-12,12733865,12246166,487699,440658,347321,22.62,21.76,0.87,6171,"V007, V008, V009","Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",S046,Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare,96.01753724390149,3,Low,227934.2857142857,2.7275379470412164
MSR,Montserrat,2021-02-12,0,0,0,0,43,0.0,0.0,0.0,8602,V008,Oxford/AstraZeneca,S001,World Health Organization,https://covid19.who.int/,0.0,1,Low,43.0,0.0
PAN,Panama,2021-02-12,0,0,0,0,908,0.0,0.3,0.0,210,"V008, V009","Oxford/AstraZeneca, Pfizer/BioNTech",S110,Ministry of Health,https://twitter.com/MINSAPma/status/1406448055692541952,0.0,2,Low,573.8571428571429,0.0
PYF,French Polynesia,2021-02-12,0,0,0,0,232,0.0,1.14,0.0,826,V008,Oxford/AstraZeneca,S033,SPC Public Health Division,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0,0.0,1,Low,208.33333333333331,0.0
BHR,Bahrain,2021-02-12,0,232540,0,0,7712,0.0,13.67,0.0,4532,"V008, V009, V012, V017","Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",S013,Ministry of Health,https://healthalert.gov.bh/en/,100.0,4,Low,5363.0,0.0
PER,Peru,2021-02-12,86880,86880,0,32299,27679,0.26,0.26,0.0,839,"V008, V009, V012","Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",S112,Ministry of Health,https://www.datosabiertos.gob.pe/dataset/vacunaci%C3%B3n-contra-covid-19-ministerio-de-salud-minsa,100.0,3,Low,23213.666666666668,31.858885819521177
SVN,Slovenia,2021-02-12,122540,72906,49634,8644,3091,5.89,3.51,2.39,1487,"V008, V009","Oxford/AstraZeneca, Pfizer/BioNTech",S130,National Institute of Public Health via covid-19.sledilnik.org,https://covid-19.sledilnik.org/en/stats,31.920555235508736,2,Low,2091.5714285714284,2.5224416517055657
BIH,Bosnia and Herzegovina,2021-02-12,0,0,0,0,263,0.0,0.0,0.0,80,"V008, V009, V015, V017","Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",S022,Public Health Institute,https://www.faktor.ba/vijest/novalic-potpisan-ugovor-za-nabavku-500000-doza-vakcina-sinofarm/128063,0.0,4,Low,131.5,0.0
BMU,Bermuda,2021-02-12,0,0,0,0,440,0.0,13.49,0.0,7066,V009,Pfizer/BioNTech,S019,Government of Bermuda,https://bernews.com/2021/06/june1520215-30pm-video-govt-covid-19-press-conference/,0.0,1,Low,371.0,0.0
HUN,Hungary,2021-02-12,455168,330745,124423,24071,10587,4.71,3.42,1.29,1096,"V006, V007, V008, V009, V012, V017","Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",S066,Government of Hungary,https://koronavirus.gov.hu//cikkek/5-millio-411-ezer-beoltott-202-az-uj-fertozott-elhunyt-9-beteg,62.380988374729775,6,Low,10313.285714285714,2.3259543728908887
IND,India,2021-02-12,7967647,7967647,0,462637,364400,0.58,0.58,0.0,264,"V004, V008","Covaxin, Oxford/AstraZeneca",S068,Government of India,https://dashboard.cowin.gov.in/,100.0,2,Low,326636.28571428574,4.5734957886563
LVA,Latvia,2021-02-12,37096,20975,16122,1740,779,1.97,1.11,0.85,413,"V006, V007, V008, V009","Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",S083,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas,23.137067938021456,4,Low,762.1428571428571,2.099956868665085
GRC,Greece,2021-02-12,506038,366749,139289,23622,17986,4.85,3.52,1.34,1726,"V006, V007, V008, V009","Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",S059,Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/,62.020619006459455,4,Low,10146.42857142857,3.5542785324422272
BRA,Brazil,2021-02-12,4696136,4586270,109866,289301,231604,2.21,2.16,0.05,1090,"V008, V009, V015","Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",S024,Ministry of Health,https://qsprod.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html,97.60445852511954,3,Low,210903.2857142857,4.931799249425485
LKA,Sri Lanka,2021-02-12,179197,179197,0,1110,3270,0.84,0.84,0.0,153,"V008, V012, V017","Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",S134,Ministry of Health's Epidemiology Unit,https://www.epid.gov.lk/web/images/pdf/corona_virus_report/sitrep-sl-en-20-06_10_21_1.pdf,100.0,3,Low,11552.857142857143,1.8248073349442235
BOL,Bolivia,2021-02-12,0,0,0,0,778,0.0,0.0,0.0,67,"V008, V009, V012, V017","Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",S021,Ministry of Health,https://www.boliviasegura.gob.bo/index.php/category/estadistica/,0.0,4,Low,375.1428571428572,0.0
ISR,Israel,2021-02-12,6268519,3811172,2457347,76344,113462,72.42,44.03,28.39,13109,"V007, V009","Moderna, Pfizer/BioNTech",S072,Government of Israel,https://datadashboard.health.gov.il/COVID-19/general,35.522537424183426,2,Low,111203.42857142857,1.8100288122282155
KAZ,Kazakhstan,2021-02-12,0,0,0,0,1182,0.0,0.07,0.0,63,"V010, V013, V017","QazVac, Sinopharm/HayatVax, Sputnik V",S077,Government of Kazakhstan,https://www.coronavirus2020.kz/,0.0,3,Low,1000.2,0.0
JOR,Jordan,2021-02-12,0,0,0,0,1818,0.0,0.39,0.0,178,"V008, V009, V012, V017","Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",S076,Government of Jordan,https://corona.moh.gov.jo/ar,0.0,4,Low,1535.142857142857,0.0
ESP,Spain,2021-02-12,0,0,0,0,63159,0.0,3.04,0.0,1351,"V006, V007, V008, V009","Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",S133,Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210618.ods,0.0,4,Low,54672.57142857143,0.0
SGP,Singapore,2021-02-12,0,0,0,0,10411,0.0,4.27,0.0,1780,"V007, V009","Moderna, Pfizer/BioNTech",S128,Ministry of Health,https://www.moh.gov.sg/covid-19,0.0,2,Low,10321.857142857143,0.0
ISL,Iceland,2021-02-12,19624,14086,5538,0,301,5.75,4.13,1.62,882,"V006, V007, V008, V009","Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",S067,Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni,60.68436745704955,4,Low,161.14285714285714,1.5338361190379128
GGY,Guernsey,2021-02-12,0,0,0,0,596,0.0,17.96,0.0,8889,"V007, V008, V009","Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",S062,Government of Guernsey,https://covid19.gov.gg/guidance/vaccine/stats,0.0,3,Low,601.2857142857143,0.0
IRN,Iran,2021-02-12,0,0,0,0,1406,0.0,0.0,0.0,17,"V002, V004, V008, V017","BBIBP-CorV, Covaxin, Oxford/AstraZeneca, Sputnik V",S001,World Health Organization,https://covid19.who.int/,0.0,4,Low,1642.3333333333333,0.0
GUY,Guyana,2021-02-12,0,0,0,0,167,0.0,0.0,0.0,212,"V008, V017","Oxford/AstraZeneca, Sputnik V",S064,Ministry of Health,https://www.facebook.com/mohguyana/posts/2625908887712641,0.0,2,Low,83.5,0.0
GRL,Greenland,2021-02-12,0,0,0,0,77,0.0,4.55,0.0,1356,V007,Moderna,S060,Government of Greenland,https://corona.nun.gl/emner/statistik/antal_vaccinerede,0.0,1,Low,77.0,0.0
KWT,Kuwait,2021-02-12,0,0,0,0,7000,0.0,0.0,0.0,1639,V009,Pfizer/BioNTech,S080,Ministry of Health,https://www.arabtimesonline.com/news/72-4-population-vaccinated-in-kuwait/,0.0,1,Low,4360.428571428572,0.0
AIA,Anguilla,2021-02-12,0,0,0,0,149,0.0,0.0,0.0,9932,V008,Oxford/AstraZeneca,S001,World Health Organization,https://covid19.who.int/,0.0,1,Low,149.0,0.0
IMN,Isle of Man,2021-02-12,0,0,0,0,417,0.0,11.15,0.0,4904,"V008, V009","Oxford/AstraZeneca, Pfizer/BioNTech",S071,Isle of Man Government,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/,0.0,2,Low,454.4285714285714,0.0
ITA,Italy,2021-02-12,2981545,1675491,1306054,73924,67686,4.93,2.77,2.16,1119,"V006, V007, V008, V009","Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",S073,Extraordinary commissioner for the Covid-19 emergency,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv,22.049476839923344,4,Low,44491.142857142855,2.270165300205095
IDN,Indonesia,2021-02-12,0,0,0,0,79099,0.0,0.37,0.0,289,"V008, V015","Oxford/AstraZeneca, Sinovac",S069,Ministry of Health,https://vaksin.kemkes.go.id/#/vaccines,0.0,2,Low,62793.142857142855,0.0
SVK,Slovakia,2021-02-12,284027,221712,62315,14088,9992,5.2,4.06,1.14,1830,"V007, V008, V009","Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",S129,Ministry of Health,https://github.com/Institut-Zdravotnych-Analyz/covid19-data,71.89371797647398,3,Low,7374.285714285715,3.5179754037468274
OMN,Oman,2021-02-12,46829,34557,12272,1764,1173,0.92,0.68,0.24,230,"V008, V009","Oxford/AstraZeneca, Pfizer/BioNTech",S107,World Health Organization,https://www.euronews.com/2021/06/18/us-health-coronavirus-oman,64.48765807217062,2,Low,1172.857142857143,2.5048581007495354
BLR,Belarus,2021-02-12,0,0,0,0,403,0.0,0.0,0.0,43,"V002, V017","BBIBP-CorV, Sputnik V",S001,World Health Organization,https://covid19.who.int/,0.0,2,Low,403.0,0.0
OWID_NIR,Northern Ireland,2021-02-12,416708,387771,28937,14742,14327,22.01,20.48,1.53,7566,"V007, V008, V009","Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",S046,Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare,92.53760595815572,3,Low,10526.42857142857,3.4381389366174875
DMA,Dominica,2021-02-12,0,0,0,0,205,0.0,0.0,0.0,2848,V008,Oxford/AstraZeneca,S042,Government of Dominica,https://dominica.gov.dm/images/coronavirus/June_14-th-Dominica-coronavirus-update.jpg,0.0,1,Low,102.5,0.0
SRB,Serbia,2021-02-12,836287,710138,126149,0,42559,12.29,10.44,1.85,6254,"V008, V009, V012, V017","Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",S126,Government of Serbia,https://vakcinacija.gov.rs/,82.23598793473944,4,Low,22510.0,5.089042398124089
NLD,Netherlands,2021-02-12,0,0,0,0,31069,0.0,3.18,0.0,1813,"V006, V007, V008, V009","Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",S101,RIVM via European CDC,https://www.ecdc.europa.eu/en/publications-data/data-covid-19-vaccination-eu-eea,0.0,4,Low,27735.42857142857,0.0
