country,date,people_vaccinated_per_hundred,predicted,error,abs error
New Zealand,2021-06-08,10.36,16.131943570241734,-5.771943570241735,5.771943570241735
Estonia,2021-06-08,38.28,31.637160824116396,6.642839175883605,6.642839175883605
United Arab Emirates,2021-06-08,51.38,48.091652509421266,3.2883474905787367,3.2883474905787367
Latvia,2021-06-08,30.93,26.6280387860394,4.301961213960599,4.301961213960599
Jordan,2021-06-08,18.55,20.854268832120557,-2.304268832120556,2.304268832120556
Guatemala,2021-06-08,2.79,13.768455559330192,-10.978455559330193,10.978455559330193
Yemen,2021-06-08,0.66,5.098713531694315,-4.438713531694315,4.438713531694315
San Marino,2021-06-08,63.68,48.865742051617104,14.814257948382895,14.814257948382895
Panama,2021-06-08,17.4,22.76601579238793,-5.36601579238793,5.36601579238793
Albania,2021-06-08,17.18,19.74237770708741,-2.5623777070874105,2.5623777070874105
Tunisia,2021-06-08,7.37,13.100093249797556,-5.730093249797556,5.730093249797556
Belize,2021-06-08,17.06,19.94149755057624,-2.881497550576242,2.881497550576242
Mozambique,2021-06-08,1.02,12.225714171316852,-11.205714171316853,11.205714171316853
Austria,2021-06-08,44.49,31.35743814373446,13.132561856265543,13.132561856265543
Russia,2021-06-08,12.19,24.44986488174408,-12.25986488174408,12.25986488174408
Guinea,2021-06-08,2.2,10.3571384264749,-8.157138426474901,8.157138426474901
Malawi,2021-06-08,1.88,12.010364288851743,-10.130364288851744,10.130364288851744
Israel,2021-06-08,63.18,66.8357094687281,-3.655709468728098,3.655709468728098
Czechia,2021-06-08,40.31,29.243451657247814,11.066548342752188,11.066548342752188
Moldova,2021-06-08,9.09,14.370634826547871,-5.280634826547871,5.280634826547871
Niger,2021-06-08,0.71,9.72366402558654,-9.01366402558654,9.01366402558654
Gambia,2021-06-08,1.26,12.293512139575299,-11.033512139575299,11.033512139575299
Croatia,2021-06-08,33.06,27.501935431738918,5.558064568261084,5.558064568261084
Bosnia and Herzegovina,2021-06-08,5.76,15.371101400547683,-9.611101400547684,9.611101400547684
Gabon,2021-06-08,0.64,10.547930136243082,-9.907930136243081,9.907930136243081
Malaysia,2021-06-08,8.06,15.20134066678403,-7.14134066678403,7.14134066678403
Dominica,2021-06-08,27.74,33.91119943976355,-6.1711994397635515,6.1711994397635515
Iraq,2021-06-08,1.11,12.958212400734048,-11.848212400734049,11.848212400734049
Greenland,2021-06-08,31.52,25.63065840121435,5.889341598785649,5.889341598785649
Brazil,2021-06-08,22.96,24.44603223466488,-1.4860322346648793,1.4860322346648793
Bhutan,2021-06-08,62.56,68.23157290103694,-5.671572901036939,5.671572901036939
Belarus,2021-06-08,6.47,20.307154432297846,-13.837154432297847,13.837154432297847
Angola,2021-06-08,2.25,13.400593353115088,-11.150593353115088,11.150593353115088
Sweden,2021-06-08,37.32,30.444870576166753,6.875129423833247,6.875129423833247
England,2021-06-08,60.4,51.957887892631945,8.442112107368054,8.442112107368054
Azerbaijan,2021-06-08,16.23,22.162791120785183,-5.932791120785183,5.932791120785183
Turks and Caicos Islands,2021-06-08,53.62,42.75372099066945,10.866279009330547,10.866279009330547
Mauritius,2021-06-08,19.47,22.00411701521738,-2.5341170152173795,2.5341170152173795
Spain,2021-06-08,43.43,30.616941296515524,12.813058703484476,12.813058703484476
Bangladesh,2021-06-08,3.54,18.764185945987794,-15.224185945987795,15.224185945987795
Tuvalu,2021-06-08,20.35,26.703160539974352,-6.3531605399743505,6.3531605399743505
Libya,2021-06-08,3.55,8.041235749578082,-4.491235749578082,4.491235749578082
Kuwait,2021-06-08,19.25,27.539399330257137,-8.289399330257137,8.289399330257137
Saint Kitts and Nevis,2021-06-08,39.6,28.92266546325394,10.677334536746063,10.677334536746063
Anguilla,2021-06-08,60.29,47.60916005068091,12.680839949319086,12.680839949319086
Grenada,2021-06-08,15.97,22.1562974789792,-6.186297478979201,6.186297478979201
Solomon Islands,2021-06-08,2.47,10.72051270122105,-8.25051270122105,8.25051270122105
Bolivia,2021-06-08,12.6,18.468506976757556,-5.868506976757557,5.868506976757557
Iceland,2021-06-08,55.15,33.27952163863549,21.870478361364512,21.870478361364512
Switzerland,2021-06-08,40.61,28.35937485414436,12.25062514585564,12.25062514585564
Egypt,2021-06-08,2.41,16.826874854144382,-14.416874854144382,14.416874854144382
Wallis and Futuna,2021-06-08,39.53,42.975190120575945,-3.445190120575944,3.445190120575944
Benin,2021-06-08,0.18,4.802601779661654,-4.622601779661654,4.622601779661654
Taiwan,2021-06-08,3.12,10.712757565504244,-7.592757565504244,7.592757565504244
Liechtenstein,2021-06-08,38.82,29.479690728239067,9.340309271760933,9.340309271760933
Philippines,2021-06-08,4.23,13.705968138811627,-9.475968138811627,9.475968138811627
Oman,2021-06-08,6.58,21.384841507127835,-14.804841507127835,14.804841507127835
Sao Tome and Principe,2021-06-08,5.65,14.899976605347778,-9.249976605347777,9.249976605347777
Madagascar,2021-06-08,0.28,4.725101779697919,-4.445101779697919,4.445101779697919
British Virgin Islands,2021-06-08,38.21,40.83472927272433,-2.6247292727243305,2.6247292727243305
South Africa,2021-06-08,2.57,14.445407263528903,-11.875407263528903,11.875407263528903
Cayman Islands,2021-06-08,71.41,48.596168211402144,22.813831788597852,22.813831788597852
Serbia,2021-06-08,38.2,36.06757380636074,2.1324261936392617,2.1324261936392617
Paraguay,2021-06-08,4.29,14.542429660911697,-10.252429660911698,10.252429660911698
Australia,2021-06-08,17.92,14.643570645087657,3.276429354912345,3.276429354912345
Vietnam,2021-06-08,1.35,12.256355196957767,-10.906355196957767,10.906355196957767
Zimbabwe,2021-06-08,4.64,15.30516727110076,-10.66516727110076,10.66516727110076
Hong Kong,2021-06-08,21.13,21.183874254462726,-0.05387425446272687,0.05387425446272687
Afghanistan,2021-06-08,1.24,13.74837974896818,-12.50837974896818,12.50837974896818
Uzbekistan,2021-06-08,3.58,10.92640704934496,-7.346407049344959,7.346407049344959
Scotland,2021-06-08,62.64,49.85481628670928,12.78518371329072,12.78518371329072
United States,2021-06-08,51.35,41.625218950874626,9.724781049125376,9.724781049125376
China,2021-06-08,0.0,20.921614881744066,-20.921614881744066,20.921614881744066
Peru,2021-06-08,9.87,17.17474038156549,-7.304740381565489,7.304740381565489
Slovenia,2021-06-08,35.27,29.965478684274874,5.304521315725129,5.304521315725129
Jersey,2021-06-08,62.67,59.37899675343712,3.2910032465628802,3.2910032465628802
Mali,2021-06-08,0.55,9.601476286567088,-9.051476286567087,9.051476286567087
Sierra Leone,2021-06-08,0.9,11.640968584423032,-10.740968584423031,10.740968584423031
Portugal,2021-06-08,41.22,30.646019224815422,10.573980775184577,10.573980775184577
Morocco,2021-06-08,25.31,26.24395861001013,-0.93395861001013,0.93395861001013
Timor,2021-06-08,7.07,9.3193947989312,-2.249394798931199,2.249394798931199
Lithuania,2021-06-08,41.63,31.403181386977618,10.226818613022385,10.226818613022385
Laos,2021-06-08,9.5,13.125658406498964,-3.625658406498964,3.625658406498964
Finland,2021-06-08,48.11,33.01832442625977,15.091675573740233,15.091675573740233
Antigua and Barbuda,2021-06-08,35.1,35.04221138724026,0.057788612759743785,0.057788612759743785
India,2021-06-08,13.65,21.652936854540666,-8.002936854540666,8.002936854540666
Ethiopia,2021-06-08,1.65,9.25610743351898,-7.60610743351898,7.60610743351898
Saint Lucia,2021-06-08,15.75,22.497159840848436,-6.747159840848436,6.747159840848436
Bulgaria,2021-06-08,12.26,23.51542213920744,-11.255422139207441,11.255422139207441
Namibia,2021-06-08,3.09,11.425098328768453,-8.335098328768453,8.335098328768453
Colombia,2021-06-08,16.59,17.9515433375871,-1.3615433375871007,1.3615433375871007
Cuba,2021-06-08,16.19,9.526543242825795,6.663456757174206,6.663456757174206
Barbados,2021-06-08,29.33,34.70265227774037,-5.372652277740372,5.372652277740372
Ireland,2021-06-08,35.66,29.981866092926243,5.678133907073754,5.678133907073754
Kyrgyzstan,2021-06-08,0.57,9.768533913432627,-9.198533913432627,9.198533913432627
Monaco,2021-06-08,45.11,35.86538370760101,9.244616292398987,9.244616292398987
Aruba,2021-06-08,60.39,49.88331223855559,10.506687761444411,10.506687761444411
Guyana,2021-06-08,26.68,21.762375910351732,4.9176240896482675,4.9176240896482675
Germany,2021-06-08,46.0,31.43716787346401,14.56283212653599,14.56283212653599
North Macedonia,2021-06-08,12.04,16.098500047034083,-4.058500047034084,4.058500047034084
Nauru,2021-06-08,68.65,21.636759607432044,47.013240392567965,47.013240392567965
Mauritania,2021-06-08,0.66,10.016996629850766,-9.356996629850766,9.356996629850766
Slovakia,2021-06-08,33.76,29.368655582229824,4.391344417770174,4.391344417770174
Wales,2021-06-08,69.47,54.23941421083268,15.230585789167321,15.230585789167321
Zambia,2021-06-08,0.77,8.078894798938933,-7.308894798938933,7.308894798938933
Ghana,2021-06-08,2.74,14.526426686448321,-11.786426686448321,11.786426686448321
Brunei,2021-06-08,10.75,12.028280971628426,-1.2782809716284262,1.2782809716284262
Liberia,2021-06-08,1.26,5.510101779551725,-4.250101779551725,4.250101779551725
Kenya,2021-06-09,1.82,13.256002010849901,-11.4360020108499,11.4360020108499
Nepal,2021-06-09,7.45,20.585548582960147,-13.135548582960148,13.135548582960148
Morocco,2021-06-09,25.34,26.46303311138951,-1.1230331113895105,1.1230331113895105
Argentina,2021-06-09,26.3,25.806003489901844,0.4939965100981567,0.4939965100981567
Mali,2021-06-09,0.55,9.820550787946463,-9.270550787946462,9.270550787946462
Peru,2021-06-09,10.17,17.393814882944863,-7.223814882944863,7.223814882944863
Kyrgyzstan,2021-06-09,1.35,9.987608414812001,-8.637608414812002,8.637608414812002
Kuwait,2021-06-09,19.25,27.75847383163651,-8.508473831636511,8.508473831636511
Egypt,2021-06-09,2.76,17.045949355523756,-14.285949355523757,14.285949355523757
Croatia,2021-06-09,33.06,27.721009933118292,5.33899006688171,5.33899006688171
Latvia,2021-06-09,31.25,26.847113287418775,4.402886712581225,4.402886712581225
Mexico,2021-06-09,19.63,24.338562736185107,-4.708562736185108,4.708562736185108
Liberia,2021-06-09,1.26,5.7291762809310995,-4.4691762809311,4.4691762809311
Montserrat,2021-06-09,27.17,34.382235833268794,-7.212235833268792,7.212235833268792
Aruba,2021-06-09,60.66,50.10238673993497,10.557613260065025,10.557613260065025
Mozambique,2021-06-09,1.02,12.444788672696227,-11.424788672696227,11.424788672696227
Portugal,2021-06-09,41.82,30.865093726194804,10.954906273805197,10.954906273805197
Maldives,2021-06-09,57.99,53.30543617138677,4.6845638286132285,4.6845638286132285
Armenia,2021-06-09,1.57,9.691777847020699,-8.121777847020699,8.121777847020699
Palestine,2021-06-09,7.32,13.314005333401006,-5.994005333401006,5.994005333401006
Belgium,2021-06-09,46.7,31.354664307826933,15.34533569217307,15.34533569217307
Northern Ireland,2021-06-09,58.17,50.06040360582915,8.10959639417085,8.10959639417085
Bahamas,2021-06-09,12.32,16.02946687795046,-3.709466877950458,3.709466877950458
Netherlands,2021-06-09,42.88,30.08407250339228,12.795927496607721,12.795927496607721
Qatar,2021-06-09,54.37,28.440856732850893,25.929143267149104,25.929143267149104
Lebanon,2021-06-09,9.04,16.985454341722328,-7.9454543417223285,7.9454543417223285
Libya,2021-06-09,4.63,8.260310250957456,-3.6303102509574563,3.6303102509574563
China,2021-06-09,0.0,21.14068938312344,-21.14068938312344,21.14068938312344
Bahrain,2021-06-09,59.6,43.13603611444523,16.46396388555477,16.46396388555477
Cote d'Ivoire,2021-06-09,2.44,13.265620235446608,-10.825620235446609,10.825620235446609
Romania,2021-06-09,23.37,28.203607239708266,-4.833607239708265,4.833607239708265
Laos,2021-06-09,9.54,13.344732907878338,-3.804732907878339,3.804732907878339
Liechtenstein,2021-06-09,40.31,29.69876522961845,10.611234770381554,10.611234770381554
Pakistan,2021-06-09,3.3,16.117130420045857,-12.817130420045856,12.817130420045856
Paraguay,2021-06-09,4.38,14.761504162291072,-10.381504162291073,10.381504162291073
Oman,2021-06-09,6.58,21.60391600850721,-15.023916008507209,15.023916008507209
Moldova,2021-06-09,9.27,14.589709327927245,-5.319709327927246,5.319709327927246
Monaco,2021-06-09,45.11,36.084458208980394,9.025541791019606,9.025541791019606
Costa Rica,2021-06-09,23.94,24.544589226251315,-0.6045892262513135,0.6045892262513135
Mongolia,2021-06-09,57.48,33.07108062397401,24.408919376025985,24.408919376025985
Montenegro,2021-06-09,22.7,19.368145199799987,3.331854800200013,3.331854800200013
Austria,2021-06-09,45.18,31.576512645113834,13.603487354886166,13.603487354886166
Norway,2021-06-09,35.03,32.09658115654432,2.9334188434556836,2.9334188434556836
Niger,2021-06-09,0.71,9.942738526965915,-9.232738526965914,9.232738526965914
New Caledonia,2021-06-09,18.86,22.710931666882278,-3.8509316668822784,3.8509316668822784
North Macedonia,2021-06-09,12.12,16.317574548413457,-4.197574548413458,4.197574548413458
Azerbaijan,2021-06-09,16.56,22.381865622164558,-5.821865622164559,5.821865622164559
New Zealand,2021-06-09,10.51,16.35101807162111,-5.841018071621109,5.841018071621109
Faeroe Islands,2021-06-09,48.84,33.3858609281572,15.454139071842803,15.454139071842803
Thailand,2021-06-09,5.68,13.906909576252229,-8.226909576252229,8.226909576252229
Ethiopia,2021-06-09,1.65,9.475181934898355,-7.825181934898355,7.825181934898355
Timor,2021-06-09,7.07,9.538469300310574,-2.4684693003105735,2.4684693003105735
Bulgaria,2021-06-09,12.38,23.734496640586816,-11.354496640586815,11.354496640586815
Equatorial Guinea,2021-06-09,10.59,14.095553193528911,-3.505553193528911,3.505553193528911
Dominican Republic,2021-06-09,38.83,22.969685962793573,15.860314037206425,15.860314037206425
Dominica,2021-06-09,27.85,34.13027394114292,-6.280273941142916,6.280273941142916
El Salvador,2021-06-09,20.05,19.93468033896639,0.11531966103360958,0.11531966103360958
Sudan,2021-06-09,0.95,12.011489741129818,-11.061489741129819,11.061489741129819
Denmark,2021-06-09,44.04,31.56572880579407,12.47427119420593,12.47427119420593
Cambodia,2021-06-09,16.57,19.838622575252874,-3.2686225752528735,3.2686225752528735
Cameroon,2021-06-09,0.25,8.383668261696226,-8.133668261696226,8.133668261696226
Sweden,2021-06-09,37.32,30.663945077546128,6.6560549224538725,6.6560549224538725
Fiji,2021-06-09,24.41,15.409585849054938,9.000414150945062,9.000414150945062
Sri Lanka,2021-06-09,9.45,19.716222766561867,-10.266222766561867,10.266222766561867
Taiwan,2021-06-09,3.19,10.931832066883619,-7.741832066883619,7.741832066883619
Tajikistan,2021-06-09,0.88,6.009788033073757,-5.1297880330737575,5.1297880330737575
Ecuador,2021-06-09,10.64,18.94228265230888,-8.302282652308879,8.302282652308879
Spain,2021-06-09,44.12,30.8360157978949,13.2839842021051,13.2839842021051
Suriname,2021-06-09,15.35,17.995586118479455,-2.6455861184794554,2.6455861184794554
Burkina Faso,2021-06-09,0.0,24.144297061813884,-24.144297061813884,24.144297061813884
Trinidad and Tobago,2021-06-09,9.76,15.703869636262969,-5.943869636262969,5.943869636262969
Andorra,2021-06-09,39.52,30.19966210483194,9.320337895168063,9.320337895168063
Switzerland,2021-06-09,41.34,28.578449355523734,12.76155064447627,12.76155064447627
Estonia,2021-06-09,38.61,31.85623532549577,6.753764674504229,6.753764674504229
Democratic Republic of Congo,2021-06-09,0.03,7.562236964230092,-7.5322369642300915,7.5322369642300915
England,2021-06-09,60.67,52.176962394011326,8.493037605988675,8.493037605988675
Finland,2021-06-09,48.57,33.237398927639134,15.332601072360866,15.332601072360866
Czechia,2021-06-09,40.85,29.46252615862719,11.387473841372813,11.387473841372813
Philippines,2021-06-09,4.23,13.925042640191002,-9.695042640191001,9.695042640191001
Togo,2021-06-09,3.27,13.109297167270459,-9.839297167270459,9.839297167270459
Brunei,2021-06-09,11.14,12.2473554730078,-1.1073554730078001,1.1073554730078001
Barbados,2021-06-09,29.64,34.92172677911974,-5.281726779119737,5.281726779119737
Australia,2021-06-09,18.41,14.862645146467035,3.5473548535329655,3.5473548535329655
Malaysia,2021-06-09,8.42,15.420415168163405,-7.000415168163405,7.000415168163405
Cape Verde,2021-06-09,5.71,11.870739994326751,-6.160739994326751,6.160739994326751
Malawi,2021-06-09,1.91,12.229438790231118,-10.319438790231118,10.319438790231118
Macao,2021-06-09,23.02,19.722426309459305,3.2975736905406947,3.2975736905406947
Poland,2021-06-09,39.76,30.30636498809905,9.453635011900946,9.453635011900946
Luxembourg,2021-06-09,41.2,30.113492691738966,11.086507308261037,11.086507308261037
Tunisia,2021-06-09,7.61,13.31916775117693,-5.70916775117693,5.70916775117693
Lithuania,2021-06-09,42.06,31.622255888356992,10.43774411164301,10.43774411164301
Belarus,2021-06-09,6.47,20.52622893367722,-14.056228933677222,14.056228933677222
Madagascar,2021-06-09,0.28,4.944176281077294,-4.664176281077293,4.664176281077293
Congo,2021-06-09,0.41,8.301219300342176,-7.891219300342176,7.891219300342176
Namibia,2021-06-09,3.16,11.644172830147827,-8.484172830147827,8.484172830147827
Cook Islands,2021-06-09,54.29,24.144297061813884,30.145702938186115,30.145702938186115
Saint Vincent and the Grenadines,2021-06-09,16.6,22.781350554937124,-6.181350554937122,6.181350554937122
Jordan,2021-06-09,18.55,21.07334333349993,-2.5233433334999305,2.5233433334999305
Yemen,2021-06-09,0.66,5.31778803307369,-4.65778803307369,4.65778803307369
Wales,2021-06-09,69.63,54.458488712212045,15.17151128778795,15.17151128778795
Turkey,2021-06-09,21.98,27.22349842609138,-5.243498426091378,5.243498426091378
Zimbabwe,2021-06-09,4.64,15.524241772480135,-10.884241772480134,10.884241772480134
United Arab Emirates,2021-06-09,51.38,48.31072701080063,3.0692729891993693,3.0692729891993693
Turks and Caicos Islands,2021-06-09,53.62,42.97279549204882,10.64720450795118,10.64720450795118
Venezuela,2021-06-09,1.11,14.57551367229976,-13.46551367229976,13.46551367229976
Afghanistan,2021-06-09,1.24,13.967454250347554,-12.727454250347554,12.727454250347554
Serbia,2021-06-09,38.69,36.28664830774011,2.403351692259889,2.403351692259889
Saint Lucia,2021-06-09,15.81,22.71623434222781,-6.90623434222781,6.90623434222781
Cayman Islands,2021-06-09,71.41,48.815242712781526,22.59475728721847,22.59475728721847
India,2021-06-09,13.86,21.87201135592004,-8.012011355920041,8.012011355920041
Indonesia,2021-06-09,6.84,20.29955545471206,-13.45955545471206,13.45955545471206
Senegal,2021-06-09,2.79,15.218003700897025,-12.428003700897026,12.428003700897026
Iran,2021-06-09,4.66,15.63756916660208,-10.97756916660208,10.97756916660208
Scotland,2021-06-09,62.99,50.07389078808866,12.91610921191134,12.91610921191134
Iraq,2021-06-09,1.11,13.177286902113423,-12.067286902113423,12.067286902113423
Bhutan,2021-06-09,62.56,68.45064740241632,-5.89064740241632,5.89064740241632
Ireland,2021-06-09,42.53,30.200940594305617,12.329059405694384,12.329059405694384
Saudi Arabia,2021-06-09,0.0,18.730869867943444,-18.730869867943444,18.730869867943444
Belize,2021-06-09,17.06,20.160572051955615,-3.1005720519556164,3.1005720519556164
Isle of Man,2021-06-09,72.11,53.52195744905683,18.58804255094317,18.58804255094317
Iceland,2021-06-09,58.07,33.498596140014854,24.571403859985146,24.571403859985146
Bangladesh,2021-06-09,3.54,18.98326044736716,-15.443260447367162,15.443260447367162
Hungary,2021-06-09,54.98,37.52452825340522,17.455471746594775,17.455471746594775
Ukraine,2021-06-09,3.12,14.302308629079349,-11.182308629079348,11.182308629079348
Uganda,2021-06-09,1.66,12.431665588323053,-10.771665588323053,10.771665588323053
Japan,2021-06-09,12.04,15.322076172299749,-3.2820761722997496,3.2820761722997496
Zambia,2021-06-09,0.77,8.297969300318307,-7.527969300318308,7.527969300318308
Uzbekistan,2021-06-09,3.58,11.145481550724334,-7.565481550724334,7.565481550724334
Jamaica,2021-06-09,5.26,14.875744535691485,-9.615744535691485,9.615744535691485
Vanuatu,2021-06-09,0.28,24.144297061813884,-23.864297061813883,23.864297061813883
United States,2021-06-09,51.45,41.84429345225401,9.605706547745996,9.605706547745996
Malta,2021-06-09,75.46,46.26157910966269,29.198420890337303,29.198420890337303
Colombia,2021-06-09,16.93,18.170617838966475,-1.2406178389664753,1.2406178389664753
Wallis and Futuna,2021-06-09,39.53,43.19426462195533,-3.6642646219553257,3.6642646219553257
Bolivia,2021-06-09,12.77,18.687581478136924,-5.917581478136924,5.917581478136924
Tuvalu,2021-06-09,20.35,26.922235041353726,-6.572235041353725,6.572235041353725
Antigua and Barbuda,2021-06-09,35.38,35.261285888619625,0.11871411138037757,0.11871411138037757
Uruguay,2021-06-09,59.42,35.8727235297406,23.547276470259405,23.547276470259405
Anguilla,2021-06-09,60.29,47.828234552060295,12.461765447939705,12.461765447939705
Vietnam,2021-06-09,1.38,12.475429698337141,-11.095429698337142,11.095429698337142
Mauritius,2021-06-09,19.47,22.223191516596753,-2.753191516596754,2.753191516596754
United Kingdom,2021-06-09,60.23,52.110332683843325,8.119667316156672,8.119667316156672
Albania,2021-06-09,17.24,19.961452208466785,-2.7214522084667863,2.7214522084667863
Bermuda,2021-06-09,64.02,47.69540743234745,16.324592567652545,16.324592567652545
Jersey,2021-06-09,63.86,59.59807125481649,4.261928745183511,4.261928745183511
Greenland,2021-06-09,34.39,25.849732902593725,8.540267097406275,8.540267097406275
Kazakhstan,2021-06-09,12.39,18.659518246716427,-6.2695182467164265,6.2695182467164265
Kosovo,2021-06-09,4.15,10.79975607082552,-6.64975607082552,6.64975607082552
Mauritania,2021-06-09,0.66,10.23607113123014,-9.57607113123014,9.57607113123014
Panama,2021-06-09,17.55,22.985090293767303,-5.435090293767303,5.435090293767303
Gibraltar,2021-06-09,116.11,95.3367507159297,20.773249284070303,20.773249284070303
Italy,2021-06-09,45.64,30.621174807275867,15.018825192724133,15.018825192724133
Israel,2021-06-09,63.22,67.05478397010748,-3.8347839701074804,3.8347839701074804
Chile,2021-06-09,59.76,42.528231610356926,17.231768389643072,17.231768389643072
Greece,2021-06-09,39.34,29.604528253405153,9.73547174659485,9.73547174659485
Honduras,2021-06-09,3.73,13.315160656267377,-9.585160656267377,9.585160656267377
Sierra Leone,2021-06-09,0.9,11.860043085802406,-10.960043085802406,10.960043085802406
Guyana,2021-06-09,27.24,21.981450411731107,5.258549588268892,5.258549588268892
Singapore,2021-06-09,42.8,31.060627223516722,11.739372776483275,11.739372776483275
Guinea,2021-06-09,2.2,10.576212927854275,-8.376212927854276,8.376212927854276
Sint Maarten (Dutch part),2021-06-09,43.28,40.81274488739486,2.4672551126051445,2.4672551126051445
Bosnia and Herzegovina,2021-06-09,5.76,15.590175901927058,-9.830175901927058,9.830175901927058
Angola,2021-06-09,2.25,13.619667854494462,-11.369667854494462,11.369667854494462
Guatemala,2021-06-09,2.83,13.987530060709567,-11.157530060709567,11.157530060709567
Curacao,2021-06-09,52.76,44.30685102564934,8.453148974350661,8.453148974350661
Grenada,2021-06-09,15.97,22.375371980358576,-6.405371980358575,6.405371980358575
Saint Kitts and Nevis,2021-06-09,39.6,29.141739964633313,10.458260035366688,10.458260035366688
Slovakia,2021-06-09,33.92,29.5877300836092,4.332269916390803,4.332269916390803
South Sudan,2021-06-09,0.11,9.00164639326849,-8.891646393268491,8.891646393268491
Central African Republic,2021-06-09,0.53,4.9391762809846895,-4.409176280984689,4.409176280984689
Guernsey,2021-06-09,49.17,49.13744935552374,0.03255064447625955,0.03255064447625955
South Africa,2021-06-09,2.73,14.664481764908277,-11.934481764908277,11.934481764908277
Canada,2021-06-09,63.15,33.61755582635995,29.53244417364005,29.53244417364005
Cyprus,2021-06-09,47.16,30.7321742157698,16.427825784230198,16.427825784230198
Germany,2021-06-09,46.61,31.656242374843384,14.953757625156616,14.953757625156616
Somalia,2021-06-09,0.82,8.431391332037567,-7.611391332037567,7.611391332037567
Ghana,2021-06-09,2.74,14.745501187827696,-12.005501187827695,12.005501187827695
Russia,2021-06-09,12.3,24.668939383123455,-12.368939383123454,12.368939383123454
Slovenia,2021-06-09,35.71,30.18455318565425,5.525446814345752,5.525446814345752
Georgia,2021-06-09,4.63,12.261029001295434,-7.631029001295434,7.631029001295434
British Virgin Islands,2021-06-09,38.21,41.0538037741037,-2.843803774103698,2.843803774103698
Samoa,2021-06-09,19.33,12.329474286523705,7.000525713476293,7.000525713476293
Brazil,2021-06-09,24.21,24.665106736044255,-0.4551067360442538,0.4551067360442538
Gabon,2021-06-09,0.89,10.767004637622456,-9.877004637622456,9.877004637622456
Seychelles,2021-06-09,71.85,70.68455441216057,1.1654455878394288,1.1654455878394288
Hong Kong,2021-06-09,21.45,21.4029487558421,0.047051244157898964,0.047051244157898964
France,2021-06-09,43.2,30.575228861329936,12.624771138670067,12.624771138670067
French Polynesia,2021-06-09,22.5,23.655075811026418,-1.1550758110264177,1.1550758110264177
South Korea,2021-06-09,19.1,16.544357723204786,2.555642276795215,2.555642276795215
Cuba,2021-06-09,16.29,9.74561774420517,6.5443822557948295,6.5443822557948295
San Marino,2021-06-09,63.68,49.08481655299647,14.595183447003528,14.595183447003528
Sao Tome and Principe,2021-06-09,5.65,15.11905110672716,-9.469051106727159,9.469051106727159
Montenegro,2021-06-10,22.83,19.58721970117936,3.2427802988206373,3.2427802988206373
Nepal,2021-06-10,7.7,20.80462308433952,-13.104623084339522,13.104623084339522
Brunei,2021-06-10,11.37,12.466429974387175,-1.096429974387176,1.096429974387176
Sri Lanka,2021-06-10,9.76,19.93529726794124,-10.175297267941241,10.175297267941241
Austria,2021-06-10,45.75,31.795587146493208,13.954412853506792,13.954412853506792
Guyana,2021-06-10,27.24,22.20052491311048,5.039475086889517,5.039475086889517
Cote d'Ivoire,2021-06-10,2.51,13.484694736825983,-10.974694736825983,10.974694736825983
Grenada,2021-06-10,15.97,22.59444648173795,-6.62444648173795,6.62444648173795
Northern Ireland,2021-06-10,58.39,50.27947810720852,8.110521892791482,8.110521892791482
Guinea,2021-06-10,2.31,10.79528742923365,-8.485287429233649,8.485287429233649
Gibraltar,2021-06-10,116.11,95.55582521730906,20.554174782690936,20.554174782690936
United Arab Emirates,2021-06-10,51.38,48.52980151218,2.850198487820002,2.850198487820002
Turks and Caicos Islands,2021-06-10,53.62,43.1918699934282,10.428130006571799,10.428130006571799
Brazil,2021-06-10,24.67,24.88418123742363,-0.21418123742362738,0.21418123742362738
Dominican Republic,2021-06-10,38.93,23.188760464172947,15.741239535827052,15.741239535827052
Azerbaijan,2021-06-10,16.89,22.600940123543932,-5.710940123543931,5.710940123543931
Ghana,2021-06-10,2.74,14.96457568920707,-12.22457568920707,12.22457568920707
Netherlands,2021-06-10,42.88,30.303147004771656,12.576852995228347,12.576852995228347
Somalia,2021-06-10,0.82,8.650465833416941,-7.830465833416941,7.830465833416941
Tunisia,2021-06-10,7.8,13.538242252556305,-5.738242252556305,5.738242252556305
Chad,2021-06-10,0.03,24.363371563193258,-24.333371563193257,24.333371563193257
Singapore,2021-06-10,42.8,31.279701724896096,11.520298275103901,11.520298275103901
Yemen,2021-06-10,0.74,5.536862534453064,-4.796862534453064,4.796862534453064
Guernsey,2021-06-10,49.17,49.35652385690311,-0.1865238569031078,0.1865238569031078
Lebanon,2021-06-10,9.29,17.204528843101702,-7.914528843101703,7.914528843101703
British Virgin Islands,2021-06-10,38.21,41.27287827548308,-3.0628782754830794,3.0628782754830794
Denmark,2021-06-10,45.05,31.784803307173444,13.265196692826553,13.265196692826553
Montserrat,2021-06-10,27.17,34.60131033464816,-7.43131033464816,7.43131033464816
Belize,2021-06-10,17.06,20.37964655333499,-3.319646553334991,3.319646553334991
Slovakia,2021-06-10,34.09,29.806804584988573,4.283195415011431,4.283195415011431
Croatia,2021-06-10,33.78,27.940084434497667,5.839915565502334,5.839915565502334
Guatemala,2021-06-10,2.89,14.206604562088941,-11.31660456208894,11.31660456208894
Portugal,2021-06-10,42.46,31.08416822757417,11.37583177242583,11.37583177242583
South Korea,2021-06-10,20.61,16.76343222458416,3.8465677754158385,3.8465677754158385
